id,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,SEMAFORO,NUM_SEMAFORO,GROUP
770,5.7,44.11,42,2400,13200,76.6,Rojo,2,2
792,3.3,32.88,28,12750,12750,81.6,Amarillo,1,0
797,2,29.16,44.5,680,680,80.55,Verde,3,2
798,2.5,31.105,19,500,500,96.4,Verde,3,2
799,8.35,72.535,78,24000,24000,41.5,Rojo,2,1
800,73.5,227.58,114,24000,24000,48.1,Rojo,2,1
801,35.75,138.25,113.35,24000,24000,31.6,Rojo,2,1
804,2,16.48,10,1285,41,67.45,Amarillo,1,2
805,4.515,37.3,51,3255,347.5,43.65,Amarillo,1,2
806,4.4,28.22,12,230,230,62.8,Verde,3,2
807,46.305,103.805,61.335,24196,24196,25.85,Rojo,2,1
808,14,50,47,24000,11000,92,Rojo,2,0
810,2,10,46.5,1911.5,62.5,77.55,Amarillo,1,2
811,2,10,37,1076,150,90.95,Amarillo,1,2
813,2,10,10,230,150,99.65,Verde,3,2
814,2,28.83,30,960,62,86.2,Verde,3,2
815,2.11,17,134,17200,784,100.9,Amarillo,1,0
816,2,23.76,10,1086,140.5,100.6,Amarillo,1,2
820,2,23.47,10,150,90,70,Verde,3,2
821,2,10.685,16,2400,422,82.485,Amarillo,1,2
822,2,10,10,2755,74,91.9,Amarillo,1,2
824,2,11.865,10,1467,63,104.65,Amarillo,1,2
825,11,49.5,40,24000,11000,105.8,Rojo,2,0
826,2,16.76,10,556,63,100.7,Verde,3,2
827,2,16.2414,10,2442.5,154.5,84.55,Amarillo,1,2
828,2,10,13,495,31,83.5,Verde,3,2
829,2,10,10,364,110,105.5,Verde,3,2
831,2,27.22,13,1100,430,62,Amarillo,1,2
832,2.34,12.58,42,200,146.5,65.1,Verde,3,2
835,2,10,10,1500,126,91.5,Amarillo,1,2
837,2,11.76,10,586,3,104,Verde,3,2
838,2.2,31.09,10,210,93,61.6,Verde,3,2
839,2.03,28.19,17,4600,1500,55.2,Amarillo,1,2
840,2,10,10,2400,200,88,Amarillo,1,2
841,2,18.1,10.67,1664,187,100,Amarillo,1,2
842,7,57.505,35,24196,24196,86.9,Rojo,2,1
844,2,16.0715,15,1800,224.5,83.2,Amarillo,1,2
845,24,115.9,19,24000,24000,29.6,Rojo,2,1
846,7.1,38.53,10,93,43,83.6,Verde,3,2
848,9.44,59.25,15.5,24196,24196,84,Rojo,2,1
849,12,73.34,64,24000,2400,45.5,Rojo,2,0
852,2,10,21.5,2400,430,78.1,Amarillo,1,2
854,2,32.2,11,2400,750,59.1,Amarillo,1,2
855,48,91.5,66,24000,24000,10,Rojo,2,1
858,2,16.1616,21.65,2755,110,95.3,Amarillo,1,2
860,2,11.7,20,2098,63,96.7,Amarillo,1,2
861,2,20.945,12.75,4481.5,184,109.8,Amarillo,1,2
864,5.08,43.28,18.79,22029.5,4034,28.6,Rojo,2,0
865,5.62,41.615,11.44,6770,2489,20.5,Rojo,2,2
866,3.08,20.16,27,430,430,66.3,Verde,3,2
867,2.9,15.7024,32,355,355,73.86,Verde,3,2
868,45,102.61,45.83,24000,4600,30,Rojo,2,0
869,26.5,102.035,35,24000,4600,24.15,Rojo,2,0
879,2,10,10,90,90,100.5,Verde,3,2
880,10.98,121,33.5,230,90,87.8,Rojo,2,2
881,9.995,95,98.65,430,230,79.75,Rojo,2,2
886,166.5,376.31,86.335,24000,24000,12.2,Rojo,2,1
889,3.195,28.385,10,1215,355,62.35,Amarillo,1,2
890,115,336,32,24000,24000,10,Rojo,2,1
892,30.5,104.64,36.5,24000,4600,26.85,Rojo,2,0
893,19.35,101.495,60,24000,11000,18.3,Rojo,2,0
894,56.195,284.62,283.3333,24196,24196,14.9,Rojo,2,1
895,40.07,283.805,1400,173290,32820,49.6,Rojo,2,1
896,58.89,182.24,55.56,24000,4600,20,Rojo,2,0
897,143.335,422.113,103.97,24000,7800,10,Rojo,2,0
898,348.335,714.17,122.315,24000,11000,10,Rojo,2,0
899,285,662.7,180.605,24000,11000,10,Rojo,2,0
900,290,732.3,206.475,24000,11000,10,Rojo,2,0
901,210,373.08,160,24000,4600,10,Rojo,2,0
902,265,690.56,223.765,24000,11000,10,Rojo,2,0
903,125,324,145,24000,4600,10,Rojo,2,0
904,130,252,152.3,24000,4600,10,Rojo,2,0
905,62,364.56,62.86,24000,4600,39.1,Rojo,2,0
906,18.635,76.5,52,4600,2400,92.55,Rojo,2,2
907,2,10,37,1371.5,103.5,85,Amarillo,1,2
908,2,10,10,1723,230,73.35,Amarillo,1,2
909,2,10,10,2341,98,96.9,Amarillo,1,2
910,2,10,10,1323.5,132.5,79.9,Amarillo,1,2
925,2,20.28,39.17,8664,56.5,92.2,Amarillo,1,2
936,6.87,75.83,15,2100,370,74.1,Rojo,2,2
940,4.8,42.345,33,1376,35.5,75.9,Rojo,2,2
941,2,33.7,27,2400,186,94,Amarillo,1,2
959,2.235,55.965,12,430,230,33.7,Rojo,2,2
960,15.11,85.22,23.64,2100,85,46,Rojo,2,2
961,13.94,80.23,28,1500,52,62,Rojo,2,2
962,3.8,27.955,28,150,150,63.2,Verde,3,2
963,9.55,38,93,22,22,100.4,Verde,3,2
999,57,140.5,51.5,2400,2400,58.65,Rojo,2,2
1000,83,172,49,2400,2400,10,Rojo,2,2
1002,9.5,49,16,4,3,50.85,Rojo,2,2
1003,82,223,42.5,2400,2400,34.65,Rojo,2,2
1004,54.5,115,41,1200.75,1200.75,37.05,Rojo,2,2
1005,107,367.5,92.5,2400,2400,17.6,Rojo,2,2
1006,18,72,38,2400,2400,41.75,Rojo,2,2
1008,216,503,606.5,2400,2400,10,Rojo,2,2
1010,44.5,174,31,2400,2400,12.9,Rojo,2,2
1013,20.5,72,10,2400,2400,54.7,Rojo,2,2
1014,17.5,66,21,2400,2400,33.75,Rojo,2,2
1015,16,39,10,2400,2400,36.6,Amarillo,1,2
1017,122,240.5,99,2400,2400,10,Rojo,2,2
1018,332.5,612.5,167,2400,2400,10,Rojo,2,2
1019,254,431.5,504.5,2400,2400,10,Rojo,2,2
1020,189,411,500,2400,2400,10,Rojo,2,2
1021,63,203,57,3,3,10,Rojo,2,2
1026,20.5,45.5,59,70,70,53.1,Rojo,2,2
1028,35.5,101.5,62,2400,2400,44.35,Rojo,2,2
1030,67,158.5,59,2400,2400,10,Rojo,2,2
1031,47.5,86,53.5,2400,2400,26.8,Rojo,2,2
1032,113.63,240,48.57,3,3,29.5,Rojo,2,2
1034,2,26.14,12,11000,2100,56.8,Amarillo,1,0
1035,31,109,34.33,24000,24000,89.2,Rojo,2,1
1036,2,10,10,1500,70,83,Amarillo,1,2
1037,2,10,10,1396.5,90,81,Amarillo,1,2
1039,3.42,24.96,10,230,150,60.98,Verde,3,2
1056,2,13.41,27.75,13265.5,1120,84.6,Amarillo,1,0
1058,2.4,29.87,57.86,3873,183,95.9,Amarillo,1,2
1059,5.03,34.83,11,24196,24196,63.4,Amarillo,1,1
1060,31.52,114.83,30.75,17500,11000,91.55,Rojo,2,0
1061,24.5,103.13,31.4,24000,24000,83.1,Rojo,2,1
1062,32.3,112.1,28.33,11000,11000,89.9,Rojo,2,0
1063,27.905,98,28.25,24000,24000,83.7,Rojo,2,1
1064,34.79,119.225,30.665,24000,24000,87.65,Rojo,2,1
1065,28.325,103,27.5,24000,24000,87.4,Rojo,2,1
1081,10.5,65.315,54.69,24000,11000,24.95,Rojo,2,0
1082,8.71,38.52,10,24196,24196,44.7,Amarillo,1,1
1083,2,27.47,14,2100,430,59,Amarillo,1,2
1084,23,56.27,23,11000,1500,29.7,Rojo,2,0
1085,6,46.14,18,24000,2100,55.5,Rojo,2,0
1095,31,114.29,61.8,6400,1200,32,Rojo,2,2
1096,2,13.57,23.5,794,10,96.7,Verde,3,2
1099,4.55,13.38,10,24196,24196,90.5,Amarillo,1,1
1100,2,10,11,166.5,55,87.865,Verde,3,2
1101,2,10.51,10,5323.5,395,65.4,Amarillo,1,2
1102,2.12,12.3,10,24196,24196,65.6,Amarillo,1,1
1103,76.665,242.165,173.5,24000,11000,14.4,Rojo,2,0
1104,2,11.765,28,4160,750,84.3,Amarillo,1,2
1105,2,15,21.335,930,341.5,98.5,Verde,3,2
1106,2,10,16,2250,443.5,90.4,Amarillo,1,2
1107,2,10,11,3128.5,243,87.13,Amarillo,1,2
1108,2,10,18.5,2271.5,210,91.865,Amarillo,1,2
1109,2,10,17,1860,230,91.35,Amarillo,1,2
1110,2,10,16,8664,1986,86.83,Amarillo,1,2
1111,2,14.69,10,2247,84,87.4,Amarillo,1,2
1112,2.6,23.28,10,3076,52,85.3,Amarillo,1,2
1113,9.37,47.355,101.335,24196,24196,58.35,Rojo,2,1
1116,2,16.94,10,40,40,73.35,Verde,3,2
1117,5.6,36.18,36.25,24196,24196,94.1,Amarillo,1,1
1118,2,10,10,1211,257.5,89.9,Amarillo,1,2
1130,2,24.05,10,2320.5,3,114.2,Amarillo,1,2
1131,2,10,10,2046,122,90.9,Amarillo,1,2
1132,2,14.48,10,2143,156,90.2,Amarillo,1,2
1133,2,10,10,4106,20,49.8,Amarillo,1,2
1139,3.33,42.14,10,4600,930,22.05,Rojo,2,2
1140,3.7,15.945,20,150,130,42.1,Verde,3,2
1141,3.465,21.6,20,106.5,106.5,49.2,Verde,3,2
1153,2,16.88,36.805,3076,171,76.6,Amarillo,1,2
1154,2,13.76,30.77,1450,121,79.7,Amarillo,1,2
1155,3.12,42.74,28.195,805.5,10,91.35,Rojo,2,2
1158,6.8,22,10,2400,1750,135.1,Amarillo,1,2
1159,3.36,20.93,10,90,70,72.4,Verde,3,2
1161,14.5,59.2,29.625,24000,24000,15.85,Rojo,2,1
1162,31,102.42,34,24000,11000,21.6,Rojo,2,0
1163,600.6,1052.04,310,24000,24000,10,Rojo,2,1
1164,236.605,633.74,88,24000,24000,18.24,Rojo,2,1
1165,47.03,202.47,44,280,280,68.735,Rojo,2,2
1166,108,351.27,75.715,24196,24196,15.1,Rojo,2,1
1167,47.875,258.69,72.09,24196,24196,16.7,Rojo,2,1
1170,5,34,10,31.5,23,104.3,Rojo,2,2
1171,2,13.41,26,3448,430,94,Amarillo,1,2
1172,2,13.68,10,8164,320,97.9,Amarillo,1,2
1173,330.715,636.435,219.165,133078,133078,16.45,Rojo,2,1
1174,2,10,10,2400,230,94.83,Amarillo,1,2
1175,2,10,10,2551,454.5,90.785,Amarillo,1,2
1176,2,15.26,49.63,6488,241,91.2,Amarillo,1,2
1177,18.333,73.21,23,11000,2100,43.6,Rojo,2,0
1178,13,52.69,19,11000,2400,46,Rojo,2,0
1179,2,10.755,11,1288,71.5,91.45,Amarillo,1,2
1180,2,10,10,460,70,82.2,Verde,3,2
1181,2,10,10,1416.5,82,80.7,Amarillo,1,2
1182,2,10,10,988,62,87.4,Verde,3,2
1183,74.32,179.41,64.25,24196,24196,11.65,Rojo,2,1
1188,46.5,162.58,88,24000,24000,14.96,Rojo,2,1
1189,4.53,50.31,22.65,24196,24196,67.05,Rojo,2,1
1190,2,15.19,10,1842,85,101.6,Amarillo,1,2
1191,3.451,25.229,10,110,45,86.1,Verde,3,2
1192,2.05,26.14,15,4600,1500,60,Amarillo,1,2
1194,2,27.412,10,2400,930,62,Amarillo,1,2
1196,2.82,20.5,44,24196,7030,82.23,Amarillo,1,0
1197,2,10,10,3441,637,92,Amarillo,1,2
1199,2,10.37,10,1497,86,104.9,Amarillo,1,2
1200,2,10,10,1872,256,99.9,Amarillo,1,2
1201,2,15.74,10,90,70,56.5,Verde,3,2
1202,2,11.1,10,480,41,107.6,Verde,3,2
1203,2,20.305,10,715,103.5,115.1,Verde,3,2
1204,2,17.4,10,3454.5,80.5,106.65,Amarillo,1,2
1209,166.86,454.085,120,24000,1500,10,Rojo,2,0
1210,20,97,31.5,930,430,93.3,Rojo,2,2
1211,15,46,43.5,330,230,91.06,Rojo,2,2
1212,199.87,776.76,208,24000,24000,25,Rojo,2,1
1213,30,99.29,32,24000,24000,30.11,Rojo,2,1
1214,5.435,44.575,100,4600,150,69.8,Rojo,2,2
1215,4.24445,48.79,58.95495,269,176.5,73.85,Rojo,2,2
1216,26.9,210.29,108.6,24196,24196,30,Rojo,2,1
1217,2,24.4,35.33,8037.5,610.5,82.1,Amarillo,1,2
1245,9.38,41,26,930,430,97.6,Rojo,2,2
1246,51.6,167.595,220,24000,4600,33.9,Rojo,2,0
1247,2,13.2,10,335,150,97.15,Rojo,2,2
1252,2,23.63,32,1100,192,85,Rojo,2,2
1253,2,19.0072,10,909,20,98.1,Verde,3,2
1254,2,14.32,21,2832,170.5,84.8,Amarillo,1,2
1255,2,24.17,71.98,2400,93,91.2,Amarillo,1,2
1256,2,13.25,10,10,3,99.5,Rojo,2,2
1257,5,29.815,10,7270,2400,49.65,Amarillo,1,2
1259,2,13.61,12.2,4618,292,86.5,Amarillo,1,2
1260,2,10,10,10462,31,102.6,Amarillo,1,0
1261,37.5,117.5,28,24000,24000,10,Rojo,2,1
1262,2,10,10,930,63,85.9,Verde,3,2
1263,10.39,58.67,48,24196,24196,61.89,Rojo,2,1
1264,7.06,29.485,77.165,24196,24196,39.85,Amarillo,1,1
1265,2,11.87,24.33,2744.5,52,102.75,Amarillo,1,2
1266,3.08,28.42,15.7143,8357,1701,92.1,Amarillo,1,2
1267,32.71,243.31,142.5,24196,24196,14.1,Rojo,2,1
1269,2,13.31,15,602,75,99,Verde,3,2
1270,2,24.89,48.295,19863.5,12996.5,50.55,Amarillo,1,0
1271,2,10,23,84,10,96.2,Verde,3,2
1272,5,40,10,24,9,43.2,Verde,3,2
1273,6,26.5,10,43,40,50.55,Verde,3,2
1275,2,13.855,10,24196,11199,95.6,Amarillo,1,0
1276,5,41.58,10,11000,2400,70.5,Rojo,2,0
1277,4.25,32,10,4600,2100,51,Amarillo,1,2
1278,2,20.5,78,5475,504,65.9,Amarillo,1,2
1279,2.01,21.74,78.9,4884,341,65.35,Amarillo,1,2
1280,2,17.09,58,3654,262,62.7,Amarillo,1,2
1281,7.89,60.5,37.81,18596,7147.5,37.28,Rojo,2,0
1282,5.42,45.835,16.985,1565,193,69.415,Rojo,2,2
1283,5.76,47.87,36.05,3551,25.5,72.215,Rojo,2,2
1284,2,10,11.75,4106,20,107.45,Amarillo,1,2
1285,2,10,51,18,63,74.93,Verde,3,2
1286,2,10,11,10133,134.5,102.505,Amarillo,1,0
1287,76.67,170.99,44.07,24000,4600,27,Rojo,2,0
1288,2,12.15,15.25,744.5,3,107.7,Verde,3,2
1291,2,15.12,50.94,12033,4003,83.8,Amarillo,1,0
1292,2,10,10,2400,2400,105.7,Amarillo,1,2
1293,2,10.9,11,460,41,79,Verde,3,2
1294,2,24.34,10,11000,1500,58.9,Amarillo,1,0
1295,12.11,99.24,39,11000,2100,43.4,Rojo,2,0
1297,2,10.555,10,3255,119,34.2,Amarillo,1,2
1299,2,16.415,10,150,150,69.35,Verde,3,2
1300,2,21.71,10,150,90,59.9,Verde,3,2
1301,2.25,49.445,18,750,100,58.7,Rojo,2,2
1304,6.21,31.165,28,612,290,91.3,Amarillo,1,2
1389,2,72.07,33,20,1012,55.9,Rojo,2,2
1390,2,10,26,1725,644,70.9,Amarillo,1,2
1411,2,16.62,10,17.5,3,83.21,Verde,3,2
1412,2,12.48,10,40,9,77.42,Verde,3,2
1413,2,25.135,10,70,40,93,Verde,3,2
1414,2,24.92,10,40,20.75,44.305,Verde,3,2
1533,2.3,10,38.5,150,3,76.8,Verde,3,2
1534,2.92,24.77,53,785,10,72.7,Verde,3,2
1573,4.26,35.645,18.57,589.5,165.5,70,Verde,3,2
1574,2,36,15,932,189,115,Verde,3,2
1669,7.93,72,71,460,6,105.3,Rojo,2,2
1738,4.815,60.09,51.43,1860,164.5,98.7,Rojo,2,2
1746,8.17,68.9,30,220,90,103.5,Rojo,2,2
1756,154.92,369.7,84,24196,14136,13.65,Rojo,2,0
1757,5.49,30.9,30,15531,3654,67,Amarillo,1,0
1758,153.9,531.13,106.67,101900,24196,19.05,Rojo,2,1
1759,2,10,10,2400,2400,104.5,Amarillo,1,2
1760,79.57,254.04,90,241960,241960,10,Rojo,2,1
1761,2,16.815,10,522,10,77.15,Verde,3,2
1762,12.08,64.17,13,24196,24196,54.35,Rojo,2,1
1765,2,10,10,1100,110,90.6,Amarillo,1,2
1766,2,11.995,10,11199,482,103.835,Amarillo,1,0
1767,2,10,12,90,90,107.5,Verde,3,2
1775,2,12.99,10,2055,265.5,73.345,Amarillo,1,2
1777,2,14.97,30,2100,118,90.7,Amarillo,1,2
1778,2,10,10,932,146,88.15,Rojo,2,2
1779,2.31,39.86,76,4600,613,60,Amarillo,1,2
1780,2,10,10,3076,2066.5,87.1,Amarillo,1,2
1781,1445.98,2123.715,1360,241960,133078,10,Rojo,2,1
1782,1110.46,4335.71,1840,1113950,256050,10,Rojo,2,1
1783,43.7,131.505,73,24196,24196,44.3,Rojo,2,1
1784,3.09,31.37,11,3500,835,38.8,Amarillo,1,2
1785,3.2,72.76,10,24196,6131,10.9,Rojo,2,0
1786,13.98,66.1,49.165,24000,1215,16.95,Rojo,2,0
1787,2,18.315,13.8,9506,327.5,77.2,Amarillo,1,0
1788,7.3,29.93,86,230,90,100.3,Verde,3,2
1789,8.235,56.256,32,24196,24196,31.9,Rojo,2,1
1790,3.21,18.43,22,430,240,79.65,Verde,3,2
1797,2.67,17.14,12,2247,145,86.35,Amarillo,1,2
1798,8,36.41,97.5,230,160,100.65,Verde,3,2
1799,2,10.13,10,1683,41,104.7,Rojo,2,2
1800,26.55,128.01,80,24196,134,105.6,Rojo,2,0
1801,5.505,28.11,10.5,13566.5,2099.5,86.95,Amarillo,1,0
1802,3.21,33.735,10,4600,2100,22,Amarillo,1,2
1803,2,24.83,25.5,18114.5,285,100.3,Amarillo,1,0
1804,10.42,42.175,71,8664,460,102.55,Rojo,2,2
1805,6.61,29.5,40.33,430,330,100.9,Verde,3,2
1806,7,31,42,460,430,102.5,Verde,3,2
1807,4.85,32.15,27,2247,98,57.7,Amarillo,1,2
1808,5.2,41.89,42,230,230,51.54,Rojo,2,2
1809,4.99,39.19,51,3448,200,55.3,Amarillo,1,2
1810,4.255,28.625,26,1872,122,74.3,Amarillo,1,2
1811,4.51,33.68,41,2755,155,57.36,Amarillo,1,2
1821,2.19,15.49,43.33,930,930,65.78,Amarillo,1,2
1826,2,10.92,10,909.5,10,125.6,Verde,3,2
1832,2,25.2,39,930,430,63.6,Verde,3,2
1835,2,17.3,55,1539,30,84.3,Amarillo,1,2
1836,2.2,12.79,10,90,70,37.265,Verde,3,2
1837,2,10,10,5546,109.5,75.7,Amarillo,1,2
1839,2,10,10,759.5,115.5,85.95,Verde,3,2
1842,3.78,10,10,63,10.75,87.85,Verde,3,2
1843,2,20.39,10,210,90,64.8,Verde,3,2
1845,2,10,10,2046,41,91.1,Amarillo,1,2
1846,2,10,10,14136,282,75.45,Rojo,2,0
1847,2,31.55,10,2232,25,57.22,Amarillo,1,2
1848,2,10,10,4116.5,160.5,76.9,Amarillo,1,2
1849,2,10,10,242,31,79.85,Verde,3,2
1851,2,10,16,2909,122,57.315,Amarillo,1,2
1852,2,18.13,10,1872,131,14.25,Amarillo,1,2
1853,2,30.18,10,6131,109,10,Amarillo,1,2
1854,2,14.21,24.6,2755,259,65.3,Amarillo,1,2
1855,2,10,42,1515,169,77.6,Amarillo,1,2
1856,2,10,10,2755,109,33.1,Amarillo,1,2
1857,2,10,20.5,2481,238,69,Amarillo,1,2
1858,2,12.54,10,2143,135,10,Amarillo,1,2
1859,2,21.74,13,1989,120,35.6,Amarillo,1,2
1860,2,10,29.33,2909,187,50.8,Amarillo,1,2
1861,2,10,44.4,2046,203,59.2,Amarillo,1,2
1862,2,24.48,10,4106,441,12.7,Amarillo,1,2
1863,2,13.38,16,1198,728,87.7,Amarillo,1,2
1864,2,27.01,10,3076,161,29.35,Amarillo,1,2
1873,2,16.72,10,7701,120,94.7,Amarillo,1,2
1875,3.81,24.75,12,2400,2400,77.87,Amarillo,1,2
1876,15.885,79.17725,28,24000,24000,41.43,Rojo,2,1
1877,16,72.5,29,2400,930,81.1,Rojo,2,2
1878,12.415,101.03,32,24000,24000,52.3,Rojo,2,1
1879,18.5,58.5,24.5,24000,24000,10,Rojo,2,1
1880,3.1,24.49,10,2100,2100,71.7,Amarillo,1,2
1881,3.3,18.39,10,2100,930,74.7,Amarillo,1,2
1882,7.29,31.52,16,17500,17500,56.15,Rojo,2,0
1884,4,87.709,23.5,230,250,55,Rojo,2,2
1891,3.66,28.42,39.6875,2430,139.5,96.4,Amarillo,1,2
1892,3.6,25.17,14,390,230,67.57,Verde,3,2
1906,2,18.9,38,1914,46.5,63.6,Amarillo,1,2
1907,2,14.416,58,2755,20,83.4,Amarillo,1,2
1911,2,28.11,12.5,2400,695,68.8,Amarillo,1,2
1912,2,23.38,11,24000,2100,59.8,Amarillo,1,0
1913,2.1,28.98,10,1500,750,32.6,Amarillo,1,2
1914,680,1115,113.3,24000,11000,13.8,Rojo,2,0
1916,7.25,54.76,33,11000,1500,48,Rojo,2,0
1922,2,10,10,460,430,101.8,Verde,3,2
1923,22.3,96.5,65,24000,17500,85.7,Rojo,2,0
1924,2,21.84,50.5,5634.5,298,66.15,Amarillo,1,2
1925,28.765,85.19,13,2400,930,51.15,Rojo,2,2
1926,2.485,10,10,1500,69,73.2,Amarillo,1,2
1927,2,12.3,10.3,4360,452,83,Amarillo,1,2
1928,2,10,11,2909,110,90.7,Amarillo,1,2
1929,53.4,145.74,50,24000,24000,89.2,Rojo,2,1
1930,31.75,134.5,46,24000,24000,85.4,Rojo,2,1
1931,2.49,20.5,14,840,750,70.5,Verde,3,2
1932,2.07,16.5,12,200,200,79.45,Verde,3,2
1933,2,29.125,18.75,24196,24196,89.7,Amarillo,1,1
1936,37.9,118,70,24000,24000,10,Rojo,2,1
1937,62,137,74,24000,24000,10,Rojo,2,1
1938,8.79,67.9868,10,24196,89,57.35,Rojo,2,0
1939,5.16,21.82,20,2400,2400,55.75,Amarillo,1,2
1940,3.72,25.17,16,1500,1500,52.53,Amarillo,1,2
1941,4.33,40.5,115.75,12515,1137,102.25,Rojo,2,0
1943,27.885,91.365,46.4286,24196,24196,84.15,Rojo,2,1
1944,10,93.44,31,24000,4600,50.5,Rojo,2,0
1946,32.665,104,155.25,24000,7800,42.8,Rojo,2,0
1947,12.415,48.785,13.5,11000,1300,38.85,Rojo,2,0
1948,2.57,30.39,16.5,24000,2250,52,Amarillo,1,0
1949,40.835,139.25,119.525,24000,11000,57.35,Rojo,2,0
1952,41.03,145.02,54,24196,24196,40.9,Rojo,2,1
1953,4.06,31.87,52,24196,5475,90.2,Rojo,2,0
1954,2,15.39,10,631.5,10,74.65,Verde,3,2
1956,2,10,10,1349,91.5,83.9,Amarillo,1,2
1958,2,10,10,85,3,83.7,Verde,3,2
1959,100.76,346.575,131,24000,24000,19.2,Rojo,2,1
1960,2,10,10,1246,670,84.9,Amarillo,1,2
1965,16.95,54.15,20,1800,1800,60.7,Rojo,2,2
1966,15.65,54.235,16,930,930,61.3,Rojo,2,2
1969,3.19,20.258,26.83335,1211.5,70.5,87.325,Amarillo,1,2
1970,2,10,10,69,20,98.85,Verde,3,2
1971,2,10,10,410,15,91.7,Verde,3,2
1972,2,10,10,1275,146,72.75,Rojo,2,2
1973,2,10,10,2992.5,187,93.45,Amarillo,1,2
1974,7.315,55.71,46.5,24000,7800,53.6,Rojo,2,0
1975,2,10,17,2400,508,90.65,Amarillo,1,2
1976,3,17.36,36,1100,930,66.6,Amarillo,1,2
1977,2,10,10,240,235,108,Verde,3,2
1978,7.855,43.56,11.6,24196,24196,82.15,Rojo,2,1
1979,2,15.35,10,6488,345,84.85,Amarillo,1,2
1980,2,18.215,11,11000,2400,72.7,Amarillo,1,0
1981,2,23.89,18,4600,1500,53,Amarillo,1,2
1982,4.255,16.93,23.25,11199,534.5,62,Amarillo,1,0
1983,2,13.44,40.23,7799,1234,73.2,Amarillo,1,2
1984,2,10,40,1500,855,72.9,Rojo,2,2
1985,2.74,34.8,509.62,11000,1800,80.3,Amarillo,1,0
1986,46.37,249.29,71,24000,210,30.3,Rojo,2,0
1987,41.9,196.115,67.5,24000,280,22.2,Rojo,2,0
1988,2,10,10,417,31,102.65,Verde,3,2
1989,43.2,200.28,52,11000,11000,32.1,Rojo,2,0
1992,2,12.6,10,909,10,102.5,Verde,3,2
1993,2,13.41,10,1205.5,20,102.05,Amarillo,1,2
1994,2,12.6,10,776,20,98,Verde,3,2
1996,2,10,10,40,40,99.7,Verde,3,2
1997,2,10,10,240,230,101.9,Verde,3,2
2019,2,10,10,1296,99,89.2,Rojo,2,2
2020,2,26,10,855,3,10,Amarillo,1,2
2025,2,22.805,38.5,2400,329.5,79.2,Amarillo,1,2
2026,2,22.05,62.31,4352,249,100.76,Amarillo,1,2
2027,2,25.39,13,11000,2400,65.9,Amarillo,1,0
2028,2,10,24,2816,343,89.35,Amarillo,1,2
2037,18,59,57,2400,930,59.85,Rojo,2,2
2038,2,16.225,10,1945.5,132,112.7,Amarillo,1,2
2039,2,14.78,22,990,70,91.3,Verde,3,2
2045,2,10,10,2755,91.5,106.9,Amarillo,1,2
2047,24.27,93.935,64.5,24000,24000,78.4,Rojo,2,1
2048,10.36,30.36,24,7800,7800,67.6,Rojo,2,0
2050,6.24,27.13,16,4600,4600,67,Amarillo,1,2
2051,2,10,17,2755,79,76.2,Amarillo,1,2
2052,2,22.14,10,1500,930,40.2,Amarillo,1,2
2053,2,14.42,10,2968.5,980,71.6,Amarillo,1,2
2054,3.45,42,11,192.5,4,80.05,Rojo,2,2
2055,3.9,58.65,22,180,3.5,73.3,Rojo,2,2
2056,42.98,161.63025,52,24000,24000,28.41,Rojo,2,1
2057,52.415,210.69,114,24000,24000,26.645,Rojo,2,1
2204,2,26.43,15,4600,930,63,Amarillo,1,2
2230,147.505,399.36,130,24000,24000,15.9,Rojo,2,1
2280,2,11.59,10,653,8.5,102.5,Verde,3,2
2306,12,45.5,39,11000,11000,72.8,Rojo,2,0
2309,6.7,26.155,24,2400,4600,52.665,Amarillo,1,2
2313,5.33,36.28,10,8664,2400,40.4,Amarillo,1,2
2315,2,10.83,10,40,9,87.25,Verde,3,2
2317,94.35,321.95,130,24000,24000,12.7,Rojo,2,1
2358,3.38,38.78,24.2,2014,98,87.4,Amarillo,1,2
2359,2,31.104,24.5,75,3,87.9,Verde,3,2
2360,2,12.3,69.88,2668,115,99.15,Amarillo,1,2
2365,18.87,70.46,26,24196,3351.5,30.35,Rojo,2,0
2369,2,21.728,10,305,3,80.5,Verde,3,2
2389,4.2,19.32,10,187,3,100.26,Verde,3,2
2396,5.5,38.625,10,41,3,24.3,Rojo,2,2
2436,2,20.85,10,878,3,100.7,Verde,3,2
2539,2.75,21.844,10,108,3,98.455,Verde,3,2
2542,2,27.715,10.3,135,3,51.3,Verde,3,2
2544,3.7,26.39,10,187,3,41,Verde,3,2
2594,5.5,46.5,10,40,35,90.95,Rojo,2,2
2628,2.285,22.09,10,262,3,51.535,Verde,3,2
2629,7,47.58,12,24196,24196,32.75,Rojo,2,1
2650,7.9,61.87,56.84,677,86,10,Rojo,2,2
2651,7.44,44.58,28,313,98,17.444,Rojo,2,2
2764,30,94.115,20,24000,4600,14.2,Rojo,2,0
2765,15.25,56.824,10,24000,4600,22.6,Rojo,2,0
2767,2,10,20,4600,2250,83.73,Amarillo,1,2
2768,111.97,514,220,241960,105860,23.5,Rojo,2,1
2769,346.155,1377.95,500,2419600,1299700,10,Rojo,2,1
2772,6.775,38.52,16.5,24000,3500,56.5,Rojo,2,0
2773,3.27,22.47,24,2100,1500,65.1,Amarillo,1,2
